1,1,97.63,1.17,214.92000000000002,61.69,1,1,1.0
1,2,316.04,1.17,395.00999999999993,112.42999999999999,1,1,1.0
1,3,54.02,63.26,124.07999999999998,54.559999999999995,1,1,1.0
2,1,97.63,1.17,214.92000000000002,61.69,1,1,1.0
2,2,316.01,1.17,395.01,112.42999999999999,1,1,1.0
2,3,35.54,57.98,124.08000000000001,54.56000000000001,1,1,1.0
3,1,97.63,1.17,214.92000000000002,61.69,1,1,1.0
3,2,315.98,1.17,395.02,112.42999999999999,1,1,1.0
3,3,16.19,53.58,124.07,54.56,1,1,1.0
4,1,97.63,1.17,214.92000000000002,61.69,1,1,1.0
4,2,315.95,1.17,395.02000000000004,112.42999999999999,1,1,1.0
4,3,12.67,51.82,98.51,49.32,1,1,1.0
5,1,97.63,1.17,214.92000000000002,61.69,1,1,1.0
5,2,315.92,1.17,395.02000000000004,112.42999999999999,1,1,1.0
5,3,6.51,49.18,82.63,46.68,1,1,1.0
6,1,97.63,1.17,214.92000000000002,61.69,1,1,1.0
6,2,315.89,1.17,395.02,112.42999999999999,1,1,1.0
6,3,6.51,49.18,67.69,43.12,1,1,1.0
7,1,97.63,1.17,214.92000000000002,61.69,1,1,1.0
7,2,315.86,1.17,395.02,112.42999999999999,1,1,1.0
7,3,1.23,46.54,58.57,40.96,1,1,1.0
8,1,97.63,1.17,214.92000000000002,61.69,1,1,1.0
8,2,315.83,1.17,395.02000000000004,112.42999999999999,1,1,1.0
8,3,1.23,46.54,42.77,39.86000000000001,1,1,1.0
9,1,97.63,1.17,214.92000000000002,61.69,1,1,1.0
9,2,315.8,1.17,395.02000000000004,112.42999999999999,1,1,1.0
9,3,1.23,46.54,27.37,36.559999999999995,1,1,1.0
10,1,97.63,1.17,214.92000000000002,61.69,1,1,1.0
10,2,315.77,1.17,395.02,112.42999999999999,1,1,1.0
11,1,97.63,1.17,214.92000000000002,61.69,1,1,1.0
11,2,315.74,1.17,395.02,112.42999999999999,1,1,1.0
11,4,870.87,171.85,89.13,95.03,1,1,1.0
12,1,97.63,1.17,214.92000000000002,61.69,1,1,1.0
12,2,315.71,1.17,395.02000000000004,112.42999999999999,1,1,1.0
12,4,827.8,168.3,132.20000000000005,98.57999999999998,1,1,1.0
13,1,97.63,1.17,214.92000000000002,61.69,1,1,1.0
13,2,315.69,1.17,395.01000000000005,112.42999999999999,1,1,1.0
13,4,782.0,155.1,178.0,111.78,1,1,1.0
14,1,97.63,1.17,214.92000000000002,61.69,1,1,1.0
14,2,315.66,1.17,395.00999999999993,112.42999999999999,1,1,1.0
14,5,0.61,171.39,20.69,51.71000000000001,1,1,1.0
14,4,738.0,147.2,222.0,119.68,1,1,1.0
15,1,97.63,1.17,214.92000000000002,61.69,1,1,1.0
15,2,315.63,1.17,395.01,112.42999999999999,1,1,1.0
15,5,0.61,163.88,43.29,72.32,1,1,1.0
15,4,697.52,136.64,258.08000000000004,119.68,1,1,1.0
16,1,97.63,1.17,214.92000000000002,61.69,1,1,1.0
16,2,315.6,1.17,395.01,112.42999999999999,1,1,1.0
16,5,0.61,163.88,53.59,89.22,1,1,1.0
16,4,664.08,134.04,258.0799999999999,108.20000000000002,1,1,1.0
17,1,97.63,1.17,214.92000000000002,61.69,1,1,1.0
17,2,315.57,1.17,395.01000000000005,112.42999999999999,1,1,1.0
17,5,0.61,163.88,75.19,106.12,1,1,1.0
17,4,621.85,123.48,258.06999999999994,108.2,1,1,1.0
18,1,97.63,1.17,214.92000000000002,61.69,1,1,1.0
18,2,315.54,1.17,395.0199999999999,112.42999999999999,1,1,1.0
18,5,0.61,163.88,94.89,119.22000000000003,1,1,1.0
18,4,578.73,117.32,258.0799999999999,108.20000000000002,1,1,1.0
19,1,97.63,1.17,214.92000000000002,61.69,1,1,1.0
19,2,315.51,1.17,395.02,112.42999999999999,1,1,1.0
19,5,0.61,163.88,121.19,129.51999999999998,1,1,1.0
19,4,549.69,110.28,251.01,108.21000000000001,1,1,1.0
20,1,97.63,1.17,214.92000000000002,61.69,1,1,1.0
20,2,315.48,1.17,395.02,112.42999999999999,1,1,1.0
20,5,4.29,184.39,110.39999999999999,110.30000000000001,1,1,1.0
20,4,516.25,109.4,233.45000000000005,97.65,1,1,1.0
21,1,97.63,1.17,214.92000000000002,61.69,1,1,1.0
21,2,315.45,1.17,395.02000000000004,112.42999999999999,1,1,1.0
21,5,15.49,196.44,151.89999999999998,104.20999999999998,1,1,1.0
21,4,484.58,103.24,233.44,97.64999999999999,1,1,1.0
22,1,97.63,1.17,214.92000000000002,61.69,1,1,1.0
22,2,315.42,1.17,395.02000000000004,112.42999999999999,1,1,1.0
22,5,20.54,197.24,174.1,125.30000000000001,1,1,1.0
22,4,454.66,96.2,233.44,97.64999999999999,1,1,1.0
23,1,97.63,1.17,214.92000000000002,61.69,1,1,1.0
23,2,315.39,1.17,395.02,112.42999999999999,1,1,1.0
23,5,35.41,211.05,173.09,102.31,1,1,1.0
23,4,418.58,90.92,233.45,97.64999999999999,1,1,1.0
24,1,97.63,1.17,214.92000000000002,61.69,1,1,1.0
24,2,315.36,1.17,395.02,112.42999999999999,1,1,1.0
24,5,46.0,214.63,213.82,147.3,1,1,1.0
24,4,383.38,84.76,233.45000000000005,97.64999999999999,1,1,1.0
25,1,97.63,1.17,214.92000000000002,61.69,1,1,1.0
25,2,315.33,1.17,395.02000000000004,112.42999999999999,1,1,1.0
25,5,75.11,227.77,213.82,147.29999999999998,1,1,1.0
25,4,373.7,84.74,222.04000000000002,86.23,1,1,1.0
26,1,97.63,1.17,214.92000000000002,61.69,1,1,1.0
26,2,315.3,1.17,395.02000000000004,112.42999999999999,1,1,1.0
26,5,102.34,233.41,213.80999999999997,147.29999999999998,1,1,1.0
26,4,345.54,81.22,222.04000000000002,86.22999999999999,1,1,1.0
27,1,97.63,1.17,214.92000000000002,61.69,1,1,1.0
27,2,315.27,1.17,395.02,112.42999999999999,1,1,1.0
27,5,146.46,259.69,213.81999999999996,147.3,1,1,1.0
27,4,333.22,79.46,179.79999999999995,76.58,1,1,1.0
28,1,97.63,1.17,214.92000000000002,61.69,1,1,1.0
28,2,315.25,1.17,395.01,112.42999999999999,1,1,1.0
28,5,187.77,272.84,213.81999999999996,147.3,1,1,1.0
28,4,309.47,75.94,179.78999999999996,76.58000000000001,1,1,1.0
